"collection"	"year"	"title"	"author"	"journal"	"doi"
"SDIV"	2021	"Directional turnover towards larger-ranged plants over time and across habitats"	"Staude, Ingmar R., Pereira, Henrique M., Daskalova, Gergana N., Bernhardt-Römermann, Markus, Diekmann, Martin, Pauli, Harald, Van Calster, Hans, Vellend, Mark, Bjorkman, Anne D., Brunet, Jörg, De Frenne, Pieter, Hédl, Radim, Jandt, Ute, Lenoir, Jonathan, Myers-Smith, Isla H., Verheyen, Kris, Wipf, Sonja, Wulf, Monika, Andrews, Christopher, Barančok, Peter, Barni, Elena, Benito-Alonso, José-Luis, Bennie, Jonathan, Berki, Imre, Blüml, Volker, Chudomelová, Markéta, Decocq, Guillaume, Dick, Jan, Dirnböck, Thomas, Durak, Tomasz, Eriksson, Ove, Erschbamer, Brigitta, Graae, Bente Jessen, Heinken, Thilo, Schei, Fride Høistad, Jaroszewicz, Bogdan, Kopecký, Martin, Kudernatsch, Thomas, Macek, Martin, Malicki, Marek, Máliš, František, Michelsen, Ottar, Naaf, Tobias, Nagel, Thomas A., Newton, Adrian C., Nicklas, Lena, Oddi, Ludovica, Ortmann-Ajkai, Adrienne, Palaj, Andrej, Petraglia, Alessandro, Petřík, Petr, Pielech, Remigiusz, Porro, Francesco, Puşcaş, Mihai, Reczyńska, Kamila, Rixen, Christian, Schmidt, Wolfgang, Standovár, Tibor, Steinbauer, Klaus, Świerkosz, Krzysztof, Teleki, Balázs, Theurillat, Jean-Paul, Turtureanu, Pavel Dan, Ursu, Tudor-Mihai, Vanneste, Thomas, Vergeer, Philippine, Vild, Ondřej, Villar, Luis, Vittoz, Pascal, Winkler, Manuela and Baeten, Lander"	"Ecology Letters"	"10.1111/ele.13937"
"SDIV"	2021	"A framework for understanding how biodiversity patterns unfold across multiple spatial scales in urban ecosystems"	"Swan, Christopher M., Brown, Bryan, Borowy, Dorothy, Cavender-Bares, Jeannine, Jeliazkov, Alienor, Knapp, Sonja, Lososová, Zdeňka, Padullés Cubino, Josep, Pavoine, Sandrine, Ricotta, Carlo and Sol, Daniel"	"Ecosphere"	"10.1002/ecs2.3650"
"SDIV"	2021	"Sustainability of the global sand system in the Anthropocene"	"Torres, Aurora, Simoni, Mark U., Keiding, Jakob K., Müller, Daniel B., zu Ermgassen, Sophus O. S. E., Liu, Jianguo, Jaeger, Jochen A. G., Winter, Marten and Lambin, Eric F."	"One Earth"	"10.1016/j.oneear.2021.04.011"
"SDIV"	2021	"Existing Indicators Do Not Adequately Monitor Progress Towards Meeting Invasive Alien Species Targets"	"Vicente, Joana R. S., Vaz, Ana S., Roige, Mariona, Winter, Marten, Clarke, David, Lenzner, Bernd and McGeoch., Melodie A."	"EcoEvoRxiv"	"10.32942/osf.io/mn52e"
"SDIV"	2021	"Biotic homogenization destabilizes ecosystem functioning by decreasing spatial asynchrony"	"Wang, Shaopeng, Loreau, Michel, de Mazancourt, Claire, Isbell, Forest, Beierkuhnlein, Carl, Connolly, John, Deutschman, Douglas H., Doležal, Jiří, Eisenhauer, Nico, Hector, Andy, Jentsch, Anke, Kreyling, Jürgen, Lanta, Vojtech, Lepš, Jan, Polley, H. Wayne, Reich, Peter B., van Ruijven, Jasper, Schmid, Bernhard, Tilman, David, Wilsey, Brian and Craven, Dylan"	"Ecology"	"10.1002/ecy.3332"
"SDIV"	2021	"An integrated framework of plant form and function: the belowground perspective"	"Weigelt, Alexandra, Mommer, Liesje, Andraczek, Karl, Iversen, Colleen M., Bergmann, Joana, Bruelheide, Helge, Fan, Ying, Freschet, Grégoire T., Guerrero-Ramírez, Nathaly R., Kattge, Jens, Kuyper, Thom W., Laughlin, Daniel C., Meier, Ina C., van der Plas, Fons, Poorter, Hendrik, Roumet, Catherine, van Ruijven, Jasper, Sabatini, Francesco Maria, Semchenko, Marina, Sweeney, Christopher J., Valverde-Barrantes, Oscar J., York, Larry M. and McCormack, M. Luke"	"New Phytologist"	"10.1111/nph.17590"
"SDIV"	2021	"Consequences of spatial patterns for coexistence in species-rich plant communities"	"Wiegand, Thorsten, Wang, Xugao, Anderson-Teixeira, Kristina J., Bourg, Norman A., Cao, Min, Ci, Xiuqin, Davies, Stuart J., Hao, Zhanqing, Howe, Robert W., Kress, W. John, Lian, Juyu, Li, Jie, Lin, Luxiang, Lin, Yiching, Ma, Keping, McShea, William, Mi, Xiangcheng, Su, Sheng-Hsin, Sun, I. Fang, Wolf, Amy, Ye, Wanhui and Huth, Andreas"	"Nature Ecology & Evolution"	"10.1038/s41559-021-01440-0"
"SDIV"	2021	"Anthropogenic and environmental drivers shape diversity of naturalized plants across the Pacific"	"Wohlwend, Michael R., Craven, Dylan, Weigelt, Patrick, Seebens, Hanno, Winter, Marten, Kreft, Holger, Zurell, Damaris, Sarmento Cabral, Juliano, Essl, Franz, van Kleunen, Mark, Pergl, Jan, Pyšek, Petr and Knight, Tiffany M."	"Diversity and Distributions"	"10.1111/ddi.13260"
"SDIV"	2021	"Existing approaches and future directions to link macroecology, macroevolution and conservation prioritization"	"Zizka, Alexander, Barratt, Christopher D., Ritter, Camila Duarte, Joerger-Hickfang, Theresa and Zizka, Vera M. A."	"Ecography"	"10.1111/ecog.05557"
"SDIV"	2021	"Bio-Dem, a tool to explore the relationship between biodiversity data availability and socio-political conditions in time and space"	"Zizka, Alexander, Rydén, Oskar, Edler, Daniel, Klein, Johannes, Perrigo, Allison, Silvestro, Daniele, Jagers, Sverker C., Lindberg, Staffan I. and Antonelli, Alexandre"	"Journal of Biogeography"	"10.1111/jbi.14256"
"SDIV"	2022	"Understanding the relationship between dispersal and range size"	"Alzate, Adriana and Onstein, Renske E."	"Ecology Letters"	"10.1111/ele.14089"
"SDIV"	2022	"Application of modern coexistence theory to rare plant restoration provides early indication of restoration trajectories"	"Aoyama, Lina, Shoemaker, Lauren G., Gilbert, Benjamin, Collinge, Sharon K., Faist, Akasha M., Shackelford, Nancy, Temperton, Vicky M., Barabás, György, Larios, Loralee, Ladouceur, Emma, Godoy, Oscar, Bowler, Catherine and Hallett, Lauren M."	"Ecological Applications"	"10.1002/eap.2649"
"SDIV"	2022	"FunAndes – A functional trait database of Andean plants"	"Báez, Selene, Cayuela, Luis, Macía, Manuel J., Álvarez-Dávila, Esteban, Apaza-Quevedo, Amira, Arnelas, Itziar, Baca-Cortes, Natalia, Bañares de Dios, Guillermo, Bauters, Marijn, Ben Saadi, Celina, Blundo, Cecilia, Cabrera, Marian, Castaño, Felipe, Cayola, Leslie, de Aledo, Julia G., Espinosa, Carlos Iván, Fadrique, Belén, Farfán-Rios, William, Fuentes, Alfredo, Garnica-Díaz, Claudia, González, Mailyn, González, Diego, Hensen, Isabell, Hurtado, Ana Belén, Jadán, Oswaldo, Lippok, Denis, Loza, M. Isabel, Maldonado, Carla, Malizia, Lucio, Matas-Granados, Laura, Myers, Jonathan A., Norden, Natalia, Oliveras Menor, Imma, Pierick, Kerstin, Ramírez-Angulo, Hirma, Salgado-Negret, Beatriz, Schleuning, Matthias, Silman, Miles, Solarte-Cruz, María Elena, Tello, J. Sebastián, Verbeeck, Hans, Vilanova, Emilio, Weithmann, Greta and Homeier, Jürgen"	"Scientific Data"	"10.1038/s41597-022-01626-6"
"SDIV"	2022	"The Demographic Consequences of Adaptation: Evidence from Experimental Evolution"	"Bisschop, Karen, Alzate, Adriana, Bonte, Dries and Etienne, Rampal S."	"The American Naturalist"	"10.1086/719183"
"SDIV"	2022	"Global models and predictions of plant diversity based on advanced machine learning techniques"	"Cai, Lirong, Kreft, Holger, Taylor, Amanda, Denelle, Pierre, Schrader, Julian, Essl, Franz, van Kleunen, Mark, Pergl, Jan, Pyšek, Petr, Stein, Anke, Winter, Marten, Barcelona, Julie F., Fuentes, Nicol, Inderjit, Karger, Dirk Nikolaus, Kartesz, John, Kuprijanov, Andreij, Nishino, Misako, Nickrent, Daniel, Nowak, Arkadiusz, Patzelt, Annette, Pelser, Pieter B., Singh, Paramjit, Wieringa, Jan J. and Weigelt, Patrick"	"New Phytologist"	"10.1111/nph.18533"
"SDIV"	2022	"Species richness response to human pressure hides important assemblage transformations"	"Cazalis, Victor"	"Proceedings of the National Academy of Sciences"	"10.1073/pnas.2107361119"
"SDIV"	2022	"Bridging the research-implementation gap in IUCN Red List assessments"	"Cazalis, Victor, Di Marco, Moreno, Butchart, Stuart H. M., Akçakaya, H. Reşit, González-Suárez, Manuela, Meyer, Carsten, Clausnitzer, Viola, Böhm, Monika, Zizka, Alexander, Cardoso, Pedro, Schipper, Aafke M., Bachman, Steven P., Young, Bruce E., Hoffmann, Michael, Benítez-López, Ana, Lucas, Pablo M., Pettorelli, Nathalie, Patoine, Guillaume, Pacifici, Michela, Jörger-Hickfang, Theresa, Brooks, Thomas M., Rondinini, Carlo, Hill, Samantha L. L., Visconti, Piero and Santini, Luca"	"Trends in Ecology & Evolution"	"10.1016/j.tree.2021.12.002"
"SDIV"	2022	"Ecological niche models and point distribution data reveal a differential coverage of the cacao relatives (Malvaceae) in South American protected areas"	"Colli-Silva, Matheus, Pirani, José Rubens and Zizka, Alexander"	"Ecological Informatics"	"10.1016/j.ecoinf.2022.101668"
"SDIV"	2022	"Anthropogenic disruptions to longstanding patterns of trophic-size structure in vertebrates"	"Cooke, Rob, Gearty, William, Chapman, Abbie S. A., Dunic, Jillian, Edgar, Graham J., Lefcheck, Jonathan S., Rilov, Gil, McClain, Craig R., Stuart-Smith, Rick D., Kathleen Lyons, S. and Bates, Amanda E."	"Nature Ecology & Evolution"	"10.1038/s41559-022-01726-x"
"SDIV"	2022	"Harmonizing taxon names in biodiversity data: a review of tools, databases, and best practices"	"Grenié, Matthias, Berti, Emilio, Carvajal-Quintero, Juan, Dädlow, Gala Mona Louise, Sagouis, Alban and Winter, Marten"	"Methods in Ecology and Evolution"	"10.1111/2041-210X.13802"
"SDIV"	2022	"Introducing the Combined Atlas Framework for large-scale web-based data visualization – The GloNAF Atlas of Plant Invasion"	"Hancock, Sebastian C., Essl, Franz, Kraak, Menno-Jan, Dawson, Wayne, Kreft, Holger, Pyšek, Petr, Pergl, Jan, van Kleunen, Mark, Weigelt, Patrick, Winter, Marten, Gartner, Georg and Lenzner, Bernd"	"Methods in Ecology and Evolution"	"10.1111/2041-210X.13820"
"SDIV"	2022	"Potential of microbiome-based solutions for agrifood systems"	"Jurburg, Stephanie D., Eisenhauer, Nico, Buscot, François, Chatzinotas, Antonis, Chaudhari, Narendrakumar M., Heintz-Buschart, Anna, Kallies, Rene, Küsel, Kirsten, Litchman, Elena, Macdonald, Catriona A., Müller, Susann, Reuben, Rine C., da Rocha, Ulisses Nunes, Panagiotou, Gianni, Rillig, Matthias C. and Singh, Brajesh K."	"Nature Food"	"10.1038/s43016-022-00576-x"
"SDIV"	2022	"The ecological drivers of growth form evolution in flowering plants"	"Klimeš, Adam, Šímová, Irena, Zizka, Alexander, Antonelli, Alexandre and Herben, Tomáš"	"Journal of Ecology"	"10.1111/1365-2745.13888"
"SDIV"	2022	"Nature futures for the urban century: Integrating multiple values into urban management"	"Mansur, Andressa V., McDonald, Robert I., Güneralp, Burak, Kim, HyeJin, de Oliveira, Jose A. Puppim, Callaghan, Corey T., Hamel, Perrine, Kuiper, Jan J., Wolff, Manuel, Liebelt, Veronika, Martins, Inês S., Elmqvist, Thomas and Pereira, Henrique M."	"Environmental Science & Policy"	"10.1016/j.envsci.2022.01.013"
"SDIV"	2022	"Megafrugivores as fading shadows of the past: extant frugivores and the abiotic environment as the most important determinants of the distribution of palms in Madagascar"	"Méndez, Laura, Viana, Duarte S., Alzate, Adriana, Kissling, W. Daniel, Eiserhardt, Wolf L., Rozzi, Roberto, Rakotoarinivo, Mijoro and Onstein, Renske E."	"Ecography"	"10.1111/ecog.05885"
"SDIV"	2022	"Prioritizing phylogenetic diversity to protect functional diversity of reef corals"	"Ng, Linus W. K., Chisholm, Chelsea, Carrasco, Luis Roman, Darling, Emily S., Guilhaumon, François, Mooers, Arne Ø, Tucker, Caroline M., Winter, Marten and Huang, Danwei"	"Diversity and Distributions"	"10.1111/ddi.13526"
"SDIV"	2022	"The Andes through time: evolution and distribution of Andean floras"	"Pérez-Escobar, Oscar Alejandro, Zizka, Alexander, Bermúdez, Mauricio A., Meseguer, Andrea S., Condamine, Fabien L., Hoorn, Carina, Hooghiemstra, Henry, Pu, Yuanshu, Bogarín, Diego, Boschman, Lydian M., Pennington, R. Toby, Antonelli, Alexandre and Chomicki, Guillaume"	"Trends in Plant Science"	"10.1016/j.tplants.2021.09.010"
"SDIV"	2022	"Ecological traits underlying interspecific variation in climate matching of birds"	"Viana, Duarte S. and Chase, Jonathan M."	"Global Ecology and Biogeography"	"10.1111/geb.13480"
"SDIV"	2022	"Existing indicators do not adequately monitor progress toward meeting invasive alien species targets"	"Vicente, Joana R., Vaz, A. Sofia, Roige, Mariona, Winter, Marten, Lenzner, Bernd, Clarke, David A. and McGeoch, Melodie A."	"Conservation Letters"	"10.1111/conl.12918"
"SDIV"	2022	"Functional Traits 2.0: The power of the metabolome for ecology"	"Walker, Tom W. N., Alexander, Jake M., Allard, Pierre-Marie, Baines, Oliver, Baldy, Virginie, Bardgett, Richard D., Capdevila, Pol, Coley, Phyllis D., David, Bruno, Defossez, Emmanuel, Endara, María-José, Ernst, Madeleine, Fernandez, Catherine, Forrister, Dale, Gargallo-Garriga, Albert, Jassey, Vincent E. J., Marr, Sue, Neumann, Steffen, Pellissier, Loïc, Peñuelas, Josep, Peters, Kristian, Rasmann, Sergio, Roessner, Ute, Sardans, Jordi, Schrodt, Franziska, Schuman, Meredith C., Soule, Abrianna, Uthe, Henriette, Weckwerth, Wolfram, Wolfender, Jean-Luc, van Dam, Nicole M. and Salguero-Gómez, Roberto"	"Journal of Ecology"	"10.1111/1365-2745.13826"
"SDIV"	2022	"The evolution of insular woodiness"	"Zizka, Alexander, Onstein, Renske E., Rozzi, Roberto, Weigelt, Patrick, Kreft, Holger, Steinbauer, Manuel J., Bruelheide, Helge and Lens, Frederic"	"Proceedings of the National Academy of Sciences"	"10.1073/pnas.2208629119"
