"collection"	"year"	"title"	"author"	"journal"	"doi"
"SDIV"	2020	"Influences of Ingredients and Bakers on the Bacteria and Fungi in Sourdough Starters and Bread"	"Reese, A. T., Madden, A. A., Joossens, M., Lacaze, G. and Dunn, R. R."	"Msphere"	"10.1128/mSphere.00950-19"
"SDIV"	2020	"Catalyzing rapid discovery of gold-precipitating bacterial lineages with university students"	"Riley, N. G., Goller, C. C., Leggett, Z. H., Lewis, D. M., Ciccone, K. and Dunn, R. R."	"Peerj"	"10.7717/peerj.8925"
"SDIV"	2020	"Demographic trade-offs predict tropical forest dynamics"	"Rüger, Nadja, Condit, Richard, Dent, Daisy H., DeWalt, Saara J., Hubbell, Stephen P., Lichstein, Jeremy W., Lopez, Omar R., Wirth, Christian and Farrior, Caroline E."	"Science"	"10.1126/science.aaz4797"
"SDIV"	2020	"Linking democracy and biodiversity conservation: Empirical evidence and research gaps"	"Rydén, Oskar, Zizka, Alexander, Jagers, Sverker C., Lindberg, Staffan I. and Antonelli, Alexandre"	"Ambio"	"10.1007/s13280-019-01210-0"
"SDIV"	2020	"An observational field study of the cloacal microbiota in adult laying hens with and without access to an outdoor range"	"Schreuder, Janneke, Velkers, Francisca C., Bouwstra, Ruth J., Beerens, Nancy, Stegeman, J. Arjan, de Boer, Willem F., van Hooft, P., Elbers, Armin R. W., Bossers, Alex and Jurburg, Stephanie D."	"Animal Microbiome"	"10.1186/s42523-020-00044-6"
"SDIV"	2020	"Projecting the continental accumulation of alien species through to 2050"	"Seebens, Hanno, Bacher, Sven, Blackburn, Tim M., Capinha, César, Dawson, Wayne, Dullinger, Stefan, Genovesi, Piero, Hulme, Philip E., van Kleunen, Mark, Kühn, Ingolf, Jeschke, Jonathan M., Lenzner, Bernd, Liebhold, Andrew M., Pattison, Zarah, Pergl, Jan, Pyšek, Petr, Winter, Marten and Essl, Franz"	"Global Change Biology"	"10.1111/gcb.15333"
"SDIV"	2020	"A workflow for standardising and integrating alien species distribution data"	"Seebens, H., Clarke, D. A., Groom, Q., Wilson, J. R. U., Garcia-Berthou, E., Kühn, I., Roige, M., Pagad, S., Essl, F., Vicente, J., Winter, M. and McGeoch, M."	"Neobiota"	"10.3897/neobiota.59.53578"
"SDIV"	2020	"The worldwide impact of urbanisation on avian functional diversity"	"Sol, Daniel, Trisos, Christopher, Múrria, Cesc, Jeliazkov, Alienor, González-Lagos, Cesar, Pigot, Alex L., Ricotta, Carlo, Swan, Christopher M., Tobias, Joseph A. and Pavoine, Sandrine"	"Ecology Letters"	"10.1111/ele.13495"
"SDIV"	2020	"Replacements of small- by large-ranged species scale up to diversity loss in Europe’s temperate forest biome"	"Staude, Ingmar R., Waller, Donald M., Bernhardt-Römermann, Markus, Bjorkman, Anne D., Brunet, Jörg, De Frenne, Pieter, Hédl, Radim, Jandt, Ute, Lenoir, Jonathan, Máliš, František, Verheyen, Kris, Wulf, Monika, Pereira, Henrique M., Vangansbeke, Pieter, Ortmann-Ajkai, Adrienne, Pielech, Remigiusz, Berki, Imre, Chudomelová, Markéta, Decocq, Guillaume, Dirnböck, Thomas, Durak, Tomasz, Heinken, Thilo, Jaroszewicz, Bogdan, Kopecký, Martin, Macek, Martin, Malicki, Marek, Naaf, Tobias, Nagel, Thomas A., Petřík, Petr, Reczyńska, Kamila, Schei, Fride Høistad, Schmidt, Wolfgang, Standovár, Tibor, Świerkosz, Krzysztof, Teleki, Balázs, Van Calster, Hans, Vild, Ondřej and Baeten, Lander"	"Nature Ecology & Evolution"	"10.1038/s41559-020-1176-8"
"SDIV"	2020	"Global plant trait relationships extend to the climatic extremes of the tundra biome"	"Thomas, H. J. D., Bjorkman, A. D., Myers-Smith, I. H., Elmendorf, S. C., Kattge, J., Diaz, S., Vellend, M., Blok, D., Cornelissen, J. H. C., Forbes, B. C., Henry, G. H. R., Hollister, R. D., Normand, S., Prevéy, J. S., Rixen, C., Schaepman-Strub, G., Wilmking, M., Wipf, S., Cornwell, W. K., Beck, P. S. A., Georges, D., Goetz, S. J., Guay, K. C., Rüger, N., Soudzilovskaia, N. A., Spasojevic, M. J., Alatalo, J. M., Alexander, H. D., Anadon-Rosell, A., Angers-Blondin, S., te Beest, M., Berner, L. T., Björk, R. G., Buchwal, A., Buras, A., Carbognani, M., Christie, K. S., Collier, L. S., Cooper, E. J., Elberling, B., Eskelinen, A., Frei, E. R., Grau, O., Grogan, P., Hallinger, M., Heijmans, M. M. P. D., Hermanutz, L., Hudson, J. M. G., Johnstone, J. F., Hülber, K., Iturrate-Garcia, M., Iversen, C. M., Jaroszynska, F., Kaarlejarvi, E., Kulonen, A., Lamarque, L. J., Lantz, T. C., Lévesque, E., Little, C. J., Michelsen, A., Milbau, A., Nabe-Nielsen, J., Nielsen, S. S., Ninot, J. M., Oberbauer, S. F., Olofsson, J., Onipchenko, V. G., Petraglia, A., Rumpf, S. B., Shetti, R., Speed, J. D. M., Suding, K. N., Tape, K. D., Tomaselli, M., Trant, A. J., Treier, U. A., Tremblay, M., Venn, S. E., Vowles, T., Weijers, S., Wookey, P. A., Zamin, T. J., Bahn, M., Blonder, B., van Bodegom, P. M., Bond-Lamberty, B., Campetella, G., Cerabolini, B. E. L., Chapin, F. S., Craine, J. M., Dainese, M., Green, W. A., Jansen, S., Kleyer, M., Manning, P., Niinemets, Ü, Onoda, Y., Ozinga, W. A., Peñuelas, J., Poschlod, P., Reich, P. B., Sandel, B., Schamp, B. S., Sheremetiev, S. N. and de Vries, F. T."	"Nature Communications"	"10.1038/s41467-020-15014-4"
"SDIV"	2020	"A process-based metacommunity framework linking local and regional scale community ecology"	"Thompson, Patrick L., Guzman, Laura Melissa, De Meester, Luc, Horváth, Zsófia, Ptacnik, Robert, Vanschoenwinkel, Bram, Viana, Duarte S. and Chase, Jonathan M."	"Ecology Letters"	"10.1111/ele.13568"
"SDIV"	2020	"Plant traits alone are poor predictors of ecosystem properties and long-term ecosystem functioning"	"van der Plas, Fons, Schröder-Georgi, Thomas, Weigelt, Alexandra, Barry, Kathryn, Meyer, Sebastian, Alzate, Adriana, Barnard, Romain L., Buchmann, Nina, de Kroon, Hans, Ebeling, Anne, Eisenhauer, Nico, Engels, Christof, Fischer, Markus, Gleixner, Gerd, Hildebrandt, Anke, Koller-France, Eva, Leimer, Sophia, Milcu, Alexandru, Mommer, Liesje, Niklaus, Pascal A., Oelmann, Yvonne, Roscher, Christiane, Scherber, Christoph, Scherer-Lorenzen, Michael, Scheu, Stefan, Schmid, Bernhard, Schulze, Ernst-Detlef, Temperton, Vicky, Tscharntke, Teja, Voigt, Winfried, Weisser, Wolfgang, Wilcke, Wolfgang and Wirth, Christian"	"Nature Ecology & Evolution"	"10.1038/s41559-020-01316-9"
"SDIV"	2020	"Similar factors underlie tree abundance in forests in native and alien ranges"	"van der Sande, M. T., Bruelheide, H., Dawson, W., Dengler, J., Essl, F., Field, R., Haider, S., van Kleunen, M., Kreft, H., Pagel, J., Pergl, J., Purschke, O., Pysek, P., Weigelt, P., Winter, M., Attorre, F., Aubin, I., Bergmeier, E., Chytry, M., Dainese, M., De Sanctis, M., Fagundez, J., Golub, V., Guerin, G. R., Gutierrez, A. G., Jandt, U., Jansen, F., Jimenez-Alfaro, B., Kattge, J., Kearsley, E., Klotz, S., Kramer, K., Moretti, M., Niinemets, U., Peet, R. K., Penuelas, J., Petrik, P., Reich, P. B., Sandel, B., Schmidt, M., Sibikova, M., Violle, C., Whitfeld, T. J. S., Wohlgemuth, T. and Knight, T. M."	"Global Ecology and Biogeography"	"10.1111/geb.13027"
"SDIV"	2020	"Meta-analysis reveals declines in terrestrial but increases in freshwater insect abundances"	"van Klink, R., Bowler, D. E., Gongalsky, K. B., Swengel, A. B., Gentile, A. and Chase, J. M."	"Science"	"10.1126/science.aax9931"
"SDIV"	2020	"Rewilding with large herbivores: Positive direct and delayed effects of carrion on plant and arthropod communities"	"van Klink, R., van Laar-Wiersma, J., Vorst, O. and Smit, C."	"Plos One"	"10.1371/journal.pone.0226946"
"SDIV"	2020	"Methods and approaches to advance soil macroecology"	"White, Hannah J., León-Sánchez, Lupe, Burton, Victoria J., Cameron, Erin K., Caruso, Tancredi, Cunha, Luís, Dirilgen, Tara, Jurburg, Stephanie D., Kelly, Ruth, Kumaresan, Deepak, Ochoa-Hueso, Raúl, Ordonez, Alejandro, Phillips, Helen R.P., Prieto, Iván, Schmidt, Olaf and Caplat, Paul"	"Global Ecology and Biogeography"	"10.1111/geb.13156"
"SDIV"	2020	"Transitions between biomes are common and directional in Bombacoideae (Malvaceae)"	"Zizka, Alexander, Carvalho-Sobrinho, Jefferson G., Pennington, R. Toby, Queiroz, Luciano P., Alcantara, Suzana, Baum, David A., Bacon, Christine D. and Antonelli, Alexandre"	"Journal of Biogeography"	"10.1111/jbi.13815"
"SDIV"	2021	"bRacatus: A method to estimate the accuracy and biogeographical status of georeferenced biological data"	"Arlé, Eduardo, Zizka, Alexander, Keil, Petr, Winter, Marten, Essl, Franz, Knight, Tiffany, Weigelt, Patrick, Jiménez-Muñoz, Marina and Meyer, Carsten"	"Methods in Ecology and Evolution"	"10.1111/2041-210X.13629"
"SDIV"	2021	"The evolution of critical thermal limits of life on Earth"	"Bennett, Joanne M., Sunday, Jennifer, Calosi, Piero, Villalobos, Fabricio, Martínez, Brezo, Molina-Venegas, Rafael, Araújo, Miguel B., Algar, Adam C., Clusella-Trullas, Susana, Hawkins, Bradford A., Keith, Sally A., Kühn, Ingolf, Rahbek, Carsten, Rodríguez, Laura, Singer, Alexander, Morales-Castilla, Ignacio and Olalla-Tárraga, Miguel Ángel"	"Nature Communications"	"10.1038/s41467-021-21263-8"
"SDIV"	2021	"Litter Decomposition Rates of Biocrust-Forming Lichens Are Similar to Those of Vascular Plants and Are Affected by Warming"	"Berdugo, Miguel, Mendoza-Aguilar, Dinorah O., Rey, Ana, Ochoa, Victoria, Gozalo, Beatriz, García-Huss, Laura and Maestre, Fernando T."	"Ecosystems"	"10.1007/s10021-020-00599-0"
"SDIV"	2021	"Mismatch between bird species sensitivity and the protection of intact habitats across the Americas"	"Cazalis, V., Barnes, M. D., Johnston, A., Watson, J. E. M., Sekercioglu, C. H. and Rodrigues, A. S. L."	"Ecol Lett"	"10.1111/ele.13859"
"SDIV"	2021	"The function-dominance correlation drives the direction and strength of biodiversity-ecosystem functioning relationships"	"Crawford, M. S., Barry, K. E., Clark, A. T., Farrior, C. E., Hines, J., Ladouceur, E., Lichstein, J. W., Marechaux, I., May, F., Mori, A. S., Reineking, B., Turnbull, L. A., Wirth, C. and Ruger, N."	"Ecol Lett"	"10.1111/ele.13776"
"SDIV"	2021	"Mycorrhizal types influence island biogeography of plants"	"Delavaux, Camille S., Weigelt, Patrick, Dawson, Wayne, Essl, Franz, van Kleunen, Mark, König, Christian, Pergl, Jan, Pyšek, Petr, Stein, Anke, Winter, Marten, Taylor, Amanda, Schultz, Peggy A., Whittaker, Robert J., Kreft, Holger and Bever, James D."	"Communications Biology"	"10.1038/s42003-021-02649-2"
"SDIV"	2021	"Functional traits provide new insight into recovery and succession at deep-sea hydrothermal vents"	"Dykman, Lauren N., Beaulieu, Stace E., Mills, Susan W., Solow, Andrew R. and Mullineaux, Lauren S."	"Ecology"	"10.1002/ecy.3418"
"SDIV"	2021	"Persistent soil seed banks promote naturalisation and invasiveness in flowering plants"	"Gioria, M., Carta, A., Baskin, C. C., Dawson, W., Essl, F., Kreft, H., Pergl, J., van Kleunen, M., Weigelt, P., Winter, M. and Pysek, P."	"Ecol Lett"	"10.1111/ele.13783"
"SDIV"	2021	"Temporal and palaeoclimatic context of the evolution of insular woodiness in the Canary Islands"	"Hooft van Huysduynen, Alexander, Janssens, Steven, Merckx, Vincent, Vos, Rutger, Valente, Luis, Zizka, Alexander, Larter, Maximilian, Karabayir, Betül, Maaskant, Daphne, Witmer, Youri, Fernández-Palacios, José María, de Nascimento, Lea, Jaén-Molina, Ruth, Caujapé Castells, Juli, Marrero-Rodríguez, Águedo, del Arco, Marcelino and Lens, Frederic"	"Ecology and Evolution"	"10.1002/ece3.7986"
"SDIV"	2021	"Scale-dependent effects of niche specialisation: The disconnect between individual and species ranges"	"Huang, Shan, Tucker, Marlee A., Hertel, Anne G., Eyres, Alison and Albrecht, Jörg"	"Ecology Letters"	"10.1111/ele.13759"
"SDIV"	2021	"Bridging gaps in demographic analysis with phylogenetic imputation"	"James, Tamora D., Salguero-Gómez, Roberto, Jones, Owen R., Childs, Dylan Z. and Beckerman, Andrew P."	"Conservation Biology"	"10.1111/cobi.13658"
"SDIV"	2021	"Phylogenetic structure of alien plant species pools from European donor habitats"	"Kalusová, Veronika, Padullés Cubino, Josep, Fristoe, Trevor S., Chytrý, Milan, van Kleunen, Mark, Dawson, Wayne, Essl, Franz, Kreft, Holger, Mucina, Ladislav, Pergl, Jan, Pyšek, Petr, Weigelt, Patrick, Winter, Marten and Lososová, Zdeňka"	"Global Ecology and Biogeography"	"10.1111/geb.13387"
"SDIV"	2021	"Demographic performance of European tree species at their hot and cold climatic edges"	"Kunstler, Georges, Guyennon, Arnaud, Ratcliffe, Sophia, Rüger, Nadja, Ruiz-Benito, Paloma, Childs, Dylan Z., Dahlgren, Jonas, Lehtonen, Aleksi, Thuiller, Wilfried, Wirth, Christian, Zavala, Miguel A. and Salguero-Gomez, Roberto"	"Journal of Ecology"	"10.1111/1365-2745.13533"
"SDIV"	2021	"Root traits explain plant species distributions along climatic gradients yet challenge the nature of ecological trade-offs"	"Laughlin, Daniel C., Mommer, Liesje, Sabatini, Francesco Maria, Bruelheide, Helge, Kuyper, Thom W., McCormack, M. Luke, Bergmann, Joana, Freschet, Grégoire T., Guerrero-Ramírez, Nathaly R., Iversen, Colleen M., Kattge, Jens, Meier, Ina C., Poorter, Hendrik, Roumet, Catherine, Semchenko, Marina, Sweeney, Christopher J., Valverde-Barrantes, Oscar J., van der Plas, Fons, van Ruijven, Jasper, York, Larry M., Aubin, Isabelle, Burge, Olivia R., Byun, Chaeho, Ćušterevska, Renata, Dengler, Jürgen, Forey, Estelle, Guerin, Greg R., Hérault, Bruno, Jackson, Robert B., Karger, Dirk Nikolaus, Lenoir, Jonathan, Lysenko, Tatiana, Meir, Patrick, Niinemets, Ülo, Ozinga, Wim A., Peñuelas, Josep, Reich, Peter B., Schmidt, Marco, Schrodt, Franziska, Velázquez, Eduardo and Weigelt, Alexandra"	"Nature Ecology & Evolution"	"10.1038/s41559-021-01471-7"
"SDIV"	2021	"Role of diversification rates and evolutionary history as a driver of plant naturalization success"	"Lenzner, Bernd, Magallón, Susana, Dawson, Wayne, Kreft, Holger, König, Christian, Pergl, Jan, Pyšek, Petr, Weigelt, Patrick, van Kleunen, Mark, Winter, Marten, Dullinger, Stefan and Essl, Franz"	"New Phytologist"	"10.1111/nph.17014"
"SDIV"	2021	"Policy-relevant indicators for invasive alien species assessment and reporting"	"McGeoch, Melodie A., Arlé, Eduardo, Belmaker, Jonathan, Buba, Yehezkel, Clarke, David A., Essl, Franz, García-Berthou, Emili, Groom, Quentin, Henriksen, Marie V., Jetz, Walter, Kühn, Ingolf, Lenzner, Bernd, Meyer, Carsten, Pagad, Shyama, Pili, Arman, Roigé, Mariona, Seebens, Hanno, Tingley, Reid, Vicente, Joana R., Wilson, John R.U. and Winter, Marten"	"bioRxiv"	"10.1101/2021.08.26.457851"
"SDIV"	2021	"Global data on earthworm abundance, biomass, diversity and corresponding environmental properties"	"Phillips, Helen R. P., Bach, Elizabeth M., Bartz, Marie L. C., Bennett, Joanne M., Beugnon, Rémy, Briones, Maria J. I., Brown, George G., Ferlian, Olga, Gongalsky, Konstantin B., Guerra, Carlos A., König-Ries, Birgitta, Krebs, Julia J., Orgiazzi, Alberto, Ramirez, Kelly S., Russell, David J., Schwarz, Benjamin, Wall, Diana H., Brose, Ulrich, Decaëns, Thibaud, Lavelle, Patrick, Loreau, Michel, Mathieu, Jérôme, Mulder, Christian, van der Putten, Wim H., Rillig, Matthias C., Thakur, Madhav P., de Vries, Franciska T., Wardle, David A., Ammer, Christian, Ammer, Sabine, Arai, Miwa, Ayuke, Fredrick O., Baker, Geoff H., Baretta, Dilmar, Barkusky, Dietmar, Beauséjour, Robin, Bedano, Jose C., Birkhofer, Klaus, Blanchart, Eric, Blossey, Bernd, Bolger, Thomas, Bradley, Robert L., Brossard, Michel, Burtis, James C., Capowiez, Yvan, Cavagnaro, Timothy R., Choi, Amy, Clause, Julia, Cluzeau, Daniel, Coors, Anja, Crotty, Felicity V., Crumsey, Jasmine M., Dávalos, Andrea, Cosín, Darío J. Díaz, Dobson, Annise M., Domínguez, Anahí, Duhour, Andrés Esteban, van Eekeren, Nick, Emmerling, Christoph, Falco, Liliana B., Fernández, Rosa, Fonte, Steven J., Fragoso, Carlos, Franco, André L. C., Fusilero, Abegail, Geraskina, Anna P., Gholami, Shaieste, González, Grizelle, Gundale, Michael J., López, Mónica Gutiérrez, Hackenberger, Branimir K., Hackenberger, Davorka K., Hernández, Luis M., Hirth, Jeff R., Hishi, Takuo, Holdsworth, Andrew R., Holmstrup, Martin, Hopfensperger, Kristine N., Lwanga, Esperanza Huerta, Huhta, Veikko, Hurisso, Tunsisa T., Iannone, Basil V., Iordache, Madalina, Irmler, Ulrich, Ivask, Mari, Jesús, Juan B., Johnson-Maynard, Jodi L., Joschko, Monika, Kaneko, Nobuhiro, Kanianska, Radoslava, Keith, Aidan M., Kernecker, Maria L., Koné, Armand W., Kooch, Yahya, Kukkonen, Sanna T., Lalthanzara, H., Lammel, Daniel R., Lebedev, Iurii M., Le Cadre, Edith, Lincoln, Noa K., López-Hernández, Danilo, Loss, Scott R., Marichal, Raphael, Matula, Radim, Minamiya, Yukio, Moos, Jan Hendrik, Moreno, Gerardo, Morón-Ríos, Alejandro, Motohiro, Hasegawa, Muys, Bart, Neirynck, Johan, Norgrove, Lindsey, Novo, Marta, Nuutinen, Visa, Nuzzo, Victoria, Mujeeb Rahman, P., Pansu, Johan, Paudel, Shishir, Pérès, Guénola, Pérez-Camacho, Lorenzo, Ponge, Jean-François, Prietzel, Jörg, Rapoport, Irina B., Rashid, Muhammad Imtiaz, Rebollo, Salvador, Rodríguez, Miguel Á, Roth, Alexander M., Rousseau, Guillaume X., Rozen, Anna, Sayad, Ehsan, van Schaik, Loes, Scharenbroch, Bryant, Schirrmann, Michael, Schmidt, Olaf, Schröder, Boris, Seeber, Julia, Shashkov, Maxim P., Singh, Jaswinder, Smith, Sandy M., Steinwandter, Michael, Szlavecz, Katalin, Talavera, José Antonio, Trigo, Dolores, Tsukamoto, Jiro, Uribe-López, Sheila, de Valença, Anne W., Virto, Iñigo, Wackett, Adrian A., Warren, Matthew W., Webster, Emily R., Wehr, Nathaniel H., Whalen, Joann K., Wironen, Michael B., Wolters, Volkmar, Wu, Pengfei, Zenkova, Irina V., Zhang, Weixin, Cameron, Erin K. and Eisenhauer, Nico"	"Scientific Data"	"10.1038/s41597-021-00912-z"
"SDIV"	2021	"Multidimensional tropical forest recovery"	"Poorter, Lourens, Craven, Dylan, Jakovac, Catarina C., Sande, Masha T. van der, Amissah, Lucy, Bongers, Frans, Chazdon, Robin L., Farrior, Caroline E., Kambach, Stephan, Meave, Jorge A., Muñoz, Rodrigo, Norden, Natalia, Rüger, Nadja, Breugel, Michiel van, Zambrano, Angélica María Almeyda, Amani, Bienvenu, Andrade, José Luis, Brancalion, Pedro H. S., Broadbent, Eben N., Foresta, Hubert de, Dent, Daisy H., Derroire, Géraldine, DeWalt, Saara J., Dupuy, Juan M., Durán, Sandra M., Fantini, Alfredo C., Finegan, Bryan, Hernández-Jaramillo, Alma, Hernández-Stefanoni, José Luis, Hietz, Peter, Junqueira, André B., N’dja, Justin Kassi, Letcher, Susan G., Lohbeck, Madelon, López-Camacho, René, Martínez-Ramos, Miguel, Melo, Felipe P. L., Mora, Francisco, Müller, Sandra C., N’Guessan, Anny E., Oberleitner, Florian, Ortiz-Malavassi, Edgar, Pérez-García, Eduardo A., Pinho, Bruno X., Piotto, Daniel, Powers, Jennifer S., Rodríguez-Buriticá, Susana, Rozendaal, Danaë M. A., Ruíz, Jorge, Tabarelli, Marcelo, Teixeira, Heitor Mancini, Sampaio, Everardo Valadares de Sá Barretto, Wal, Hans van der, Villa, Pedro M., Fernandes, Geraldo W., Santos, Braulio A., Aguilar-Cano, José, Almeida-Cortez, Jarcilene S. de, Alvarez-Davila, Esteban, Arreola-Villa, Felipe, Balvanera, Patricia, Becknell, Justin M., Cabral, George A. L., Castellanos-Castro, Carolina, Jong, Ben H. J. de, Nieto, Jhon Edison, Espírito-Santo, Mário M., Fandino, Maria C., García, Hernando, García-Villalobos, Daniel, Hall, Jefferson S., Idárraga, Alvaro, Jiménez-Montoya, Jaider, Kennard, Deborah, Marín-Spiotta, Erika, Mesquita, Rita, Nunes, Yule R. F., Ochoa-Gaona, Susana, Peña-Claros, Marielos, Pérez-Cárdenas, Nathalia, Rodríguez-Velázquez, Jorge, Villanueva, Lucía Sanaphre, Schwartz, Naomi B., Steininger, Marc K., Veloso, Maria D. M., Vester, Henricus F. M., Vieira, Ima C. G., Williamson, G. Bruce, Zanini, Kátia and Hérault, Bruno"	"Science"	"10.1126/science.abh3629"
"SDIV"	2021	"Disturbed habitats locally reduce the signal of deep evolutionary history in functional traits of plants"	"Prinzing, Andreas, Pavoine, Sandrine, Jactel, Hervé, Hortal, Joaquin, Hennekens, Stephan M., Ozinga, Wim A., Bartish, Igor V., Helmus, Matthew R., Kühn, Ingolf, Moen, Daniel S., Weiher, Evan , Brändle, Martin, Winter, Marten, Violle, Cyrille, Venail, Patrick, Purschke, Oliver and Yguel, Benjamin"	"New Phytologist"	"10.1111/nph.17705"
"SDIV"	2021	"Widespread vulnerability of flowering plant seed production to pollinator declines"	"Rodger, James G., Bennett, Joanne M., Razanajatovo, Mialy, Knight, Tiffany M., Kleunen, Mark van, Ashman, Tia-Lynn, Steets, Janette A., Hui, Cang, Arceo-Gómez, Gerardo, Burd, Martin, Burkle, Laura A., Burns, Jean H., Durka, Walter, Freitas, Leandro, Kemp, Jurene E., Li, Junmin, Pauw, Anton, Vamosi, Jana C., Wolowski, Marina, Xia, Jing and Ellis, Allan G."	"Science Advances"	"10.1126/sciadv.abd3524"
"SDIV"	2021	"Effects of large herbivores on fire regimes and wildfire mitigation"	"Rouet-Leduc, Julia, Pe'er, Guy, Moreira, Francisco, Bonn, Aletta, Helmer, Wouter, Shahsavan Zadeh, Shahin A. A., Zizka, Alexander and van der Plas, Fons"	"Journal of Applied Ecology"	"10.1111/1365-2664.13972"
"SDIV"	2021	"Alternative futures for global biological invasions"	"Roura-Pascual, Núria, Leung, Brian, Rabitsch, Wolfgang, Rutting, Lucas, Vervoort, Joost, Bacher, Sven, Dullinger, Stefan, Erb, Karl-Heinz, Jeschke, Jonathan M., Katsanevakis, Stelios, Kühn, Ingolf, Lenzner, Bernd, Liebhold, Andrew M., Obersteiner, Michael, Pauchard, Anibal, Peterson, Garry D., Roy, Helen E., Seebens, Hanno, Winter, Marten, Burgman, Mark A., Genovesi, Piero, Hulme, Philip E., Keller, Reuben P., Latombe, Guillaume, McGeoch, Melodie A., Ruiz, Gregory M., Scalera, Riccardo, Springborn, Michael R., von Holle, Betsy and Essl, Franz"	"Sustainability Science"	"10.1007/s11625-021-00963-6"
"SDIV"	2021	"Shape matters: the relationship between cell geometry and diversity in phytoplankton"	"Ryabov, Alexey, Kerimoglu, Onur, Litchman, Elena, Olenina, Irina, Roselli, Leonilde, Basset, Alberto, Stanca, Elena and Blasius, Bernd"	"Ecology Letters"	"10.1111/ele.13680"
"SDIV"	2021	"sPlotOpen – An environmentally balanced, open-access, global dataset of vegetation plots"	"Sabatini, Francesco Maria, Lenoir, Jonathan, Hattab, Tarek, Arnst, Elise Aimee, Chytrý, Milan, Dengler, Jürgen, De Ruffray, Patrice, Hennekens, Stephan M., Jandt, Ute, Jansen, Florian, Jiménez-Alfaro, Borja, Kattge, Jens, Levesley, Aurora, Pillar, Valério D., Purschke, Oliver, Sandel, Brody, Sultana, Fahmida, Aavik, Tsipe, Aćić, Svetlana, Acosta, Alicia T. R., Agrillo, Emiliano, Alvarez, Miguel, Apostolova, Iva, Arfin Khan, Mohammed A. S., Arroyo, Luzmila, Attorre, Fabio, Aubin, Isabelle, Banerjee, Arindam, Bauters, Marijn, Bergeron, Yves, Bergmeier, Erwin, Biurrun, Idoia, Bjorkman, Anne D., Bonari, Gianmaria, Bondareva, Viktoria, Brunet, Jörg, Čarni, Andraž, Casella, Laura, Cayuela, Luis, Černý, Tomáš, Chepinoga, Victor, Csiky, János, Ćušterevska, Renata, De Bie, Els, de Gasper, André Luis, De Sanctis, Michele, Dimopoulos, Panayotis, Dolezal, Jiri, Dziuba, Tetiana, El-Sheikh, Mohamed Abd El-Rouf Mousa, Enquist, Brian, Ewald, Jörg, Fazayeli, Farideh, Field, Richard, Finckh, Manfred, Gachet, Sophie, Galán-de-Mera, Antonio, Garbolino, Emmanuel, Gholizadeh, Hamid, Giorgis, Melisa, Golub, Valentin, Alsos, Inger Greve, Grytnes, John-Arvid, Guerin, Gregory Richard, Gutiérrez, Alvaro G., Haider, Sylvia, Hatim, Mohamed Z., Hérault, Bruno, Hinojos Mendoza, Guillermo, Hölzel, Norbert, Homeier, Jürgen, Hubau, Wannes, Indreica, Adrian, Janssen, John A. M., Jedrzejek, Birgit, Jentsch, Anke, Jürgens, Norbert, Kącki, Zygmunt, Kapfer, Jutta, Karger, Dirk Nikolaus, Kavgacı, Ali, Kearsley, Elizabeth, Kessler, Michael, Khanina, Larisa, Killeen, Timothy, Korolyuk, Andrey, Kreft, Holger, Kühl, Hjalmar S., Kuzemko, Anna, Landucci, Flavia, Lengyel, Attila, Lens, Frederic, Lingner, Débora Vanessa, Liu, Hongyan, Lysenko, Tatiana, Mahecha, Miguel D., Marcenò, Corrado, Martynenko, Vasiliy, Moeslund, Jesper Erenskjold, Monteagudo Mendoza, Abel, Mucina, Ladislav, Müller, Jonas V., Munzinger, Jérôme, Naqinezhad, Alireza, Noroozi, Jalil, Nowak, Arkadiusz, Onyshchenko, Viktor, Overbeck, Gerhard E., Pärtel, Meelis, Pauchard, Aníbal, Peet, Robert K., Peñuelas, Josep, Pérez-Haase, Aaron, Peterka, Tomáš, Petřík, Petr, Peyre, Gwendolyn, Phillips, Oliver L., Prokhorov, Vadim, Rašomavičius, Valerijus, Revermann, Rasmus, Rivas-Torres, Gonzalo, Rodwell, John S., Ruprecht, Eszter, Rūsiņa, Solvita, Samimi, Cyrus, Schmidt, Marco, Schrodt, Franziska, Shan, Hanhuai, Shirokikh, Pavel, Šibík, Jozef, Šilc, Urban, Sklenář, Petr, Škvorc, Željko, Sparrow, Ben, Sperandii, Marta Gaia, Stančić, Zvjezdana, Svenning, Jens-Christian, Tang, Zhiyao, Tang, Cindy Q., Tsiripidis, Ioannis, Vanselow, Kim André, Vásquez Martínez, Rodolfo, Vassilev, Kiril, Vélez-Martin, Eduardo, Venanzoni, Roberto, Vibrans, Alexander Christian, Violle, Cyrille, Virtanen, Risto, von Wehrden, Henrik, Wagner, Viktoria, Walker, Donald A., Waller, Donald M., Wang, Hua-Feng, Wesche, Karsten, Whitfeld, Timothy J. S., Willner, Wolfgang, Wiser, Susan K., Wohlgemuth, Thomas, Yamalov, Sergey, Zobel, Martin and Bruelheide, Helge"	"Global Ecology and Biogeography"	"10.1111/geb.13346"
"SDIV"	2021	"Maintaining momentum for collaborative working groups in a post-pandemic world"	"Srivastava, Diane S., Winter, Marten, Gross, Louis J., Metzger, Jean Paul, Baron, Jill S., Mouquet, Nicolas, Meagher, Thomas R., Halpern, Benjamin S. and Pillar, Valério D."	"Nature Ecology & Evolution"	"10.1038/s41559-021-01521-0"
